FID,Latitude,Longitude,Depth_m
2029,70.23221003,-153.2412423,4.9
2030,70.23219787,-153.2412782,4.8
2031,70.23217354,-153.2413501,4.8
2032,70.2321553,-153.241404,4.8
2033,70.23213402,-153.2414758,4.8
2034,70.23209753,-153.2415477,4.8
2035,70.23208841,-153.2415656,4.8
2036,70.23208233,-153.2416106,4.8
2037,70.23207929,-153.2416734,4.8
2038,70.23207321,-153.2417273,4.8
2039,70.23207017,-153.2417992,4.8
2040,70.23207017,-153.2418531,4.8
2041,70.23206713,-153.241898,4.7
2042,70.23206409,-153.2419609,4.7
2043,70.23206105,-153.2420238,4.7
2044,70.23205497,-153.2420866,4.7
2045,70.23205497,-153.2421495,4.7
2046,70.23206105,-153.2421944,4.7
2047,70.23206409,-153.2422483,4.6
2048,70.23207017,-153.2422843,4.6
2049,70.23207017,-153.2423292,4.6
2050,70.23206713,-153.242428,4.6
2051,70.23206713,-153.2424999,4.5
2052,70.23206409,-153.2425448,4.5
2053,70.23206105,-153.2425897,4.5
2054,70.23206105,-153.2426615,4.4
2055,70.23206105,-153.2427154,4.4
2056,70.23206105,-153.2427693,4.4
2057,70.23206105,-153.2428232,4.4
2058,70.23205497,-153.2428771,4.4
2059,70.23205193,-153.24294,4.4
2060,70.23204585,-153.2430119,4.3
2061,70.23204585,-153.2430568,4.3
2062,70.23203977,-153.2431017,4.3
2063,70.23203672,-153.2431556,4.2
2064,70.23203368,-153.2432185,4.2
2065,70.23203672,-153.2432814,4.2
2066,70.23203672,-153.2433353,4.1
2067,70.23203064,-153.2433892,4.1
2068,70.2320276,-153.243443,4.1
2069,70.23202152,-153.243488,4.1
2070,70.23201848,-153.2435778,4.1
2071,70.2320124,-153.2436407,4
2072,70.23200936,-153.2437035,4
2073,70.23200936,-153.2437125,4
2074,70.23200632,-153.2437574,3.9
2075,70.23200328,-153.2438024,3.9
2076,70.23200328,-153.2438652,3.9
2077,70.23200328,-153.2439102,3.9
2078,70.2319972,-153.2439551,3.9
2079,70.23199416,-153.243991,3.9
2080,70.23198808,-153.2440449,3.8
2081,70.231982,-153.2441078,3.8
2082,70.23197592,-153.2441796,3.8
2083,70.23197592,-153.2442246,3.7
2084,70.23197288,-153.2442695,3.7
2085,70.23196984,-153.2443413,3.7
2086,70.23196679,-153.2444042,3.7
2087,70.23196375,-153.2444581,3.6
2088,70.23196375,-153.244503,3.6
2089,70.23195767,-153.2445659,3.5
2090,70.23195159,-153.2446198,3.5
2091,70.23194551,-153.2446827,3.5
2092,70.23194247,-153.2447366,3.4
2093,70.23193943,-153.2447905,3.4
2094,70.23193335,-153.2448533,3.3
2095,70.23192727,-153.2449162,3.3
2096,70.23192119,-153.2449701,3.3
2097,70.23191207,-153.24506,3.2
2098,70.23190599,-153.2451228,3.2
2099,70.23189686,-153.2451857,3.2
2100,70.23189078,-153.2452486,3.2
2101,70.2318847,-153.2453115,3.2
2102,70.23187558,-153.2453743,3.1
2103,70.23187254,-153.2454282,3.1
2104,70.23186646,-153.2454821,3.1
2105,70.23186038,-153.245545,3.1
2106,70.23185734,-153.245563,3
2107,70.23184822,-153.2456169,3
2108,70.2318391,-153.2456708,3
2109,70.23182693,-153.2457247,3
2110,70.23181477,-153.2457876,3
2111,70.23181173,-153.2458504,3
2112,70.23182085,-153.2459223,3
2113,70.23182693,-153.2459762,3
2114,70.23182693,-153.2460301,3
2115,70.23182693,-153.246084,2.9
2116,70.23182085,-153.2461379,2.9
2117,70.23181781,-153.2461918,2.9
2118,70.23181477,-153.2462367,2.9
2119,70.23180261,-153.2463086,2.9
2120,70.23179653,-153.2463714,2.9
2121,70.23179349,-153.2464253,2.9
2122,70.23179045,-153.2464792,2.9
2123,70.23178741,-153.2465331,3
2124,70.23178133,-153.246605,3
2125,70.23177525,-153.2466589,3
2126,70.2317722,-153.2467218,2.9
2127,70.23176612,-153.2467846,3
2128,70.23176004,-153.2468385,3.1
2129,70.23175092,-153.2469104,3.2
2130,70.23175092,-153.2469194,3.2
2131,70.23175092,-153.2469823,3.1
2132,70.23175396,-153.2470362,3.1
2133,70.23175092,-153.2470901,3.1
2134,70.23174788,-153.247144,3.1
2135,70.2317418,-153.2472068,3.2
2136,70.23173572,-153.2472697,3.2
2137,70.2317266,-153.2473146,3.1
2138,70.23172052,-153.2473685,3.1
2139,70.23171748,-153.2474224,2.9
2140,70.23171748,-153.2474763,2.8
2141,70.23170835,-153.2475302,2.8
2142,70.23170531,-153.2475841,2.8
2143,70.23170227,-153.247638,2.8
2144,70.23170227,-153.2476739,2.8
2145,70.23169315,-153.2477458,2.7
2146,70.23169315,-153.2478087,2.7
2147,70.23169315,-153.2478446,2.7
2148,70.23170227,-153.2478806,2.7
2149,70.23170227,-153.2479344,2.7
2150,70.23169923,-153.2479794,2.7
2151,70.23169923,-153.2480153,2.7
2152,70.23169619,-153.2480602,2.6
2153,70.23169011,-153.2481231,2.6
2154,70.23168707,-153.248186,2.6
2155,70.23168707,-153.2482039,2.7
2156,70.23168099,-153.2482758,2.7
2157,70.23167795,-153.2483387,2.6
2158,70.23167795,-153.2484016,2.7
2159,70.23167187,-153.2484734,2.6
2160,70.23166883,-153.2485363,2.6
2161,70.23166883,-153.2485902,2.6
2162,70.23166883,-153.2486351,2.6
2163,70.23165971,-153.2486531,2.6
2164,70.23165667,-153.24868,2.6
2165,70.23165059,-153.2487249,2.6
2166,70.23164755,-153.2487968,2.6
2167,70.23164146,-153.2488597,2.5
2168,70.23163842,-153.2489226,2.6
2169,70.23163538,-153.2489854,2.6
2170,70.2316293,-153.2491112,2.6
2171,70.2316293,-153.2491202,2.5
2172,70.23162322,-153.249192,2.5
2173,70.2316141,-153.2492639,2.5
2174,70.23160498,-153.2493358,2.6
2175,70.2315989,-153.2493897,2.6
2176,70.23159282,-153.2494346,2.6
2177,70.23158978,-153.2494885,2.6
2178,70.23158674,-153.2495424,2.5
2179,70.23158369,-153.2496232,2.5
2180,70.23158674,-153.2496681,2.4
2181,70.23158978,-153.249731,2.4
2182,70.23159282,-153.2497939,2.4
2183,70.23159282,-153.2498568,2.4
2184,70.23159282,-153.2499107,2.4
2185,70.23158978,-153.2499646,2.4
2186,70.23158369,-153.2500185,2.4
2187,70.23158065,-153.2500724,2.5
2188,70.23156849,-153.2501352,2.5
2189,70.23156241,-153.2502071,2.4
2190,70.23155633,-153.250243,2.4
2191,70.23155025,-153.250279,2.4
2192,70.23154417,-153.2503329,2.4
2193,70.23154113,-153.2503868,2.4
2194,70.23153201,-153.2504406,2.4
2195,70.23152592,-153.2504945,2.4
2196,70.2315168,-153.2505754,2.4
2197,70.2315168,-153.2506203,2.4
2198,70.23151072,-153.2506742,2.4
2199,70.2315016,-153.2507281,2.4
2200,70.23149856,-153.250782,2.4
2201,70.23149856,-153.2508359,2.3
2202,70.23149552,-153.2508898,2.3
2203,70.23148944,-153.2509437,2.4
2204,70.23148336,-153.2510066,2.4
2205,70.23148032,-153.2510605,2.4
2206,70.23147728,-153.2511323,2.4
2207,70.23147728,-153.2511952,2.4
2208,70.23147424,-153.2512311,2.4
2209,70.23147424,-153.251285,2.4
2210,70.23147728,-153.2513299,2.4
2211,70.23148032,-153.2513569,2.4
2212,70.23148336,-153.2513928,2.4
2213,70.23148032,-153.2514288,2.4
2214,70.23147424,-153.2515006,2.3
2215,70.23146511,-153.2515635,2.4
2216,70.23145599,-153.2516354,2.4
2217,70.23144687,-153.2516982,2.5
2218,70.23144079,-153.2517701,2.5
2219,70.23143775,-153.251833,2.4
2220,70.23142559,-153.2519048,2.4
2221,70.23141038,-153.2519857,2.4
2222,70.23140734,-153.2520126,2.4
2223,70.23140734,-153.2520665,2.4
2224,70.23139822,-153.2521384,2.5
2225,70.23139214,-153.2521833,2.5
2226,70.23138606,-153.2522372,2.5
2227,70.23137694,-153.2522911,2.5
2228,70.23136782,-153.252372,2.5
2229,70.23136174,-153.2524348,2.4
2230,70.23135566,-153.2524887,2.4
2231,70.23135566,-153.2525516,2.4
2232,70.23135261,-153.2526055,2.5
2233,70.23134349,-153.2526774,2.4
2234,70.23133741,-153.2527313,2.4
2235,70.23133133,-153.2527852,2.3
2236,70.23132221,-153.2528391,2.3
2237,70.23131917,-153.252884,2.3
2238,70.23130397,-153.2529738,2.3
2239,70.23130093,-153.2530367,2.3
2240,70.23128876,-153.2530906,2.3
2241,70.23127356,-153.2531804,2.4
2242,70.23126748,-153.2532433,2.3
2243,70.23125836,-153.2533062,2.3
2244,70.23125228,-153.253369,2.2
2245,70.2312462,-153.2534319,2.3
2246,70.23124315,-153.2534948,2.2
2247,70.23123403,-153.2535577,2.3
2248,70.23123403,-153.2536026,2.3
2249,70.23123099,-153.2536565,2.3
2250,70.23122491,-153.2537284,2.2
2251,70.23121883,-153.2537643,2.2
2252,70.23120971,-153.2538092,2.2
2253,70.23119451,-153.2538721,2.2
2254,70.23118842,-153.253926,2.2
2255,70.23118234,-153.2539978,2.2
2256,70.2311793,-153.2540517,2.1
2257,70.23117322,-153.2540966,2.1
2258,70.23116714,-153.2541595,2.1
2259,70.2311641,-153.2542044,2.1
2260,70.23115498,-153.2542763,2.1
2261,70.23114586,-153.2543302,2.1
2262,70.23113978,-153.2543841,2
2263,70.23113369,-153.254438,2
2264,70.23113065,-153.2545009,1.9
2265,70.23112457,-153.2545368,1.9
2266,70.23111545,-153.2545727,1.7
2267,70.23111849,-153.2545907,1.7
2268,70.23112153,-153.2545907,0.8
2269,70.23112153,-153.2545907,0.8
2270,70.23112153,-153.2545997,0.8
2271,70.23112761,-153.2545907,0.2
2272,70.23112153,-153.2545997,0.2
2273,70.23111849,-153.2545997,0.7
2274,70.23111849,-153.2545997,0.7
2275,70.23111849,-153.2545997,0.7
2276,70.23112153,-153.2545907,0.2
2277,70.23111849,-153.2545997,0.2
2278,70.23112153,-153.2545997,0.2
2279,70.23112457,-153.2546087,0.2
2280,70.23112457,-153.2546087,0.2
2281,70.05185053,-153.5802534,0.3
2282,70.05184439,-153.5802354,0.3
2283,70.05194867,-153.5767501,0.6
2284,70.05142113,-153.573696,16.7
2285,70.05142113,-153.573696,16.7
2286,70.05165423,-153.5741721,16.6
2287,70.05158982,-153.5742349,16.6
2288,70.05160209,-153.5742619,15.6
2289,70.05160209,-153.5742888,15.2
2290,70.05157756,-153.5742799,14.6
2291,70.05158062,-153.5742799,14.6
2292,70.05157449,-153.5742888,14.9
2293,70.05153155,-153.5743427,14.5
2294,70.05151928,-153.5743517,14.5
2295,70.05142727,-153.5744056,14
2296,70.05134445,-153.5744685,14
2297,70.05122177,-153.5745763,11.7
2298,70.05117576,-153.5746481,11.7
2299,70.05114816,-153.574738,11.1
2300,70.05113282,-153.5748188,11.1
2301,70.05110521,-153.5749266,10.4
2302,70.05109295,-153.5750164,10.4
2303,70.05107761,-153.5751422,8.4
2304,70.05106227,-153.57525,7.8
2305,70.05105001,-153.5753308,6.2
2306,70.0510408,-153.5753937,6.2
2307,70.05101933,-153.5754566,6.2
2308,70.05100706,-153.5755015,2.7
2309,70.0509948,-153.5755554,1.1
2310,70.05098559,-153.5755913,2.2
2311,70.05098253,-153.5756632,1
2312,70.05097639,-153.575753,0.9
2313,70.05097026,-153.5758159,1.2
2314,70.05096412,-153.5758788,0.8
2315,70.05095492,-153.5759507,0.9
2316,70.05094879,-153.5759866,0.7
2317,70.05094265,-153.5760225,0.7
2318,70.05093652,-153.5760854,1.1
2319,70.05092732,-153.5761393,0.6
2320,70.05092425,-153.5761842,0.6
2321,70.05091198,-153.576274,0.6
2322,70.05091198,-153.576292,0.6
2323,70.06399259,-153.4565782,0.8
2324,70.06400178,-153.4564884,0.8
2325,70.06401098,-153.4564075,0.8
2326,70.06402017,-153.4563447,0.8
2327,70.0640263,-153.4562997,0.9
2328,70.0640355,-153.4562279,0.8
2329,70.06404163,-153.456165,0.8
2330,70.06405389,-153.4561021,0.9
2331,70.06406002,-153.4560482,0.8
2332,70.06407228,-153.4559943,0.8
2333,70.06408148,-153.4559494,0.8
2334,70.06409067,-153.4558865,0.8
2335,70.06409374,-153.4558237,0.8
2336,70.06409987,-153.4557698,0.9
2337,70.064106,-153.4557069,0.8
2338,70.06411826,-153.455626,0.8
2339,70.06412439,-153.4555721,0.9
2340,70.06413359,-153.4555003,0.8
2341,70.06414278,-153.4554554,0.8
2342,70.06415198,-153.4554015,0.9
2343,70.06415811,-153.4553296,0.8
2344,70.06416731,-153.4552847,0.8
2345,70.0641765,-153.4552308,0.8
2346,70.06418876,-153.4551589,0.9
2347,70.06419489,-153.455105,0.8
2348,70.06420102,-153.4550511,0.9
2349,70.06421022,-153.4549972,0.9
2350,70.06421328,-153.4549433,0.8
2351,70.06422248,-153.4548984,0.8
2352,70.06422555,-153.4548535,0.9
2353,70.06423168,-153.4548086,0.9
2354,70.06423781,-153.4547637,0.9
2355,70.06424087,-153.4547098,0.9
2356,70.06425007,-153.4546469,1
2357,70.06426539,-153.454593,0.9
2358,70.06427459,-153.4545301,0.9
2359,70.06428072,-153.4544403,1
2360,70.06428992,-153.4543505,1.1
2361,70.06429605,-153.4542876,1
2362,70.06430218,-153.4542247,1.1
2363,70.06430524,-153.4541708,1.2
2364,70.06431444,-153.4541169,1.3
2365,70.06432057,-153.454099,1.3
2366,70.06433589,-153.4540181,1.4
2367,70.06434202,-153.4539552,1.5
2368,70.06434202,-153.4539283,1.5
2369,70.06434509,-153.4538474,1.5
2370,70.06434816,-153.4537666,1.5
2371,70.06435429,-153.4537127,1.5
2372,70.06436042,-153.4536408,1.5
2373,70.06436655,-153.453569,1.5
2374,70.06437574,-153.4534881,1.6
2375,70.06438187,-153.4534163,1.6
2376,70.064388,-153.4533624,1.6
2377,70.0643972,-153.4532815,1.6
2378,70.0643972,-153.4532636,1.6
2379,70.06440333,-153.4532007,1.6
2380,70.06441252,-153.4531288,1.6
2381,70.06442172,-153.4530659,1.6
2382,70.06442785,-153.4529941,1.6
2383,70.06443705,-153.4529312,1.6
2384,70.06444931,-153.4528593,1.6
2385,70.06445237,-153.4528144,1.6
2386,70.06445237,-153.4528054,1.6
2387,70.0644585,-153.4527515,1.6
2388,70.06446157,-153.4526887,1.6
2389,70.06446157,-153.4526168,1.6
2390,70.0644677,-153.4525,1.6
2391,70.06447383,-153.4524192,1.6
2392,70.06447996,-153.4523473,1.6
2393,70.06448916,-153.4522665,1.6
2394,70.06449222,-153.4522215,1.6
2395,70.06449529,-153.4521766,1.6
2396,70.06450142,-153.4521138,1.6
2397,70.06450755,-153.4520419,1.6
2398,70.06451368,-153.451988,1.6
2399,70.06451981,-153.4519072,1.6
2400,70.06452287,-153.4518533,1.6
2401,70.06453207,-153.4517904,1.6
2402,70.0645382,-153.4517185,1.6
2403,70.06454433,-153.4516556,1.6
2404,70.06455659,-153.4515568,1.6
2405,70.06456272,-153.4515209,1.6
2406,70.06456885,-153.451467,1.6
2407,70.06458111,-153.4513951,1.6
2408,70.06458724,-153.4513592,1.6
2409,70.06459644,-153.4512784,1.6
2410,70.0646087,-153.4512245,1.6
2411,70.06461789,-153.4511706,1.6
2412,70.06462402,-153.4511256,1.6
2413,70.06463015,-153.4510718,1.6
2414,70.06463628,-153.4510268,1.6
2415,70.06464548,-153.450946,1.6
2416,70.06465161,-153.4508831,1.6
2417,70.06465774,-153.4508382,1.6
2418,70.06466694,-153.4507843,1.6
2419,70.06467,-153.4507214,1.6
2420,70.0646792,-153.4506675,1.6
2421,70.06468839,-153.4506136,1.6
2422,70.06470065,-153.4505418,1.6
2423,70.06471291,-153.4504609,1.6
2424,70.06472211,-153.4503801,1.6
2425,70.06473437,-153.4503531,1.6
2426,70.0647405,-153.4503172,1.6
2427,70.06474663,-153.4502453,1.6
2428,70.06475889,-153.4502004,1.6
2429,70.06477115,-153.4501555,1.6
2430,70.06478035,-153.4501016,1.6
2431,70.06479567,-153.4500567,1.7
2432,70.06480487,-153.4500118,1.7
2433,70.06481406,-153.4499669,1.7
2434,70.06482326,-153.449895,1.7
2435,70.06482633,-153.4498681,1.7
2436,70.06483246,-153.4498231,1.7
2437,70.06483859,-153.4497692,1.7
2438,70.06485085,-153.4497064,1.7
2439,70.06485698,-153.4496615,1.7
2440,70.06486617,-153.4496165,1.7
2441,70.06487537,-153.4495716,1.7
2442,70.0648815,-153.4495357,1.7
2443,70.06488763,-153.4494818,1.7
2444,70.06489376,-153.4494279,1.7
2445,70.06490602,-153.449365,1.7
2446,70.06491521,-153.4493021,1.7
2447,70.06492748,-153.4492393,1.7
2448,70.06493667,-153.4491943,1.8
2449,70.06494587,-153.4491404,1.8
2450,70.06495506,-153.4490686,1.7
2451,70.06496426,-153.4490057,1.8
2452,70.06497039,-153.4489608,1.7
2453,70.06497345,-153.4489159,1.7
2454,70.06498571,-153.448862,1.7
2455,70.06498571,-153.448826,1.8
2456,70.06498878,-153.4487901,1.7
2457,70.06499184,-153.4487632,1.7
2458,70.06499797,-153.4487093,1.7
2459,70.06500717,-153.4486644,1.7
2460,70.06501636,-153.4486194,1.8
2461,70.06502862,-153.4485745,1.7
2462,70.06504089,-153.4485206,1.7
2463,70.06504702,-153.4484488,1.7
2464,70.06505928,-153.4483769,1.8
2465,70.06506847,-153.448332,1.7
2466,70.06507154,-153.4482691,1.7
2467,70.06508073,-153.4481973,1.7
2468,70.06509299,-153.4481164,1.7
2469,70.06510525,-153.4480356,1.7
2470,70.06512364,-153.4479547,1.7
2471,70.0651359,-153.4478918,1.7
2472,70.06515123,-153.447829,1.7
2473,70.06516349,-153.4477751,1.7
2474,70.06517269,-153.4477212,1.7
2475,70.06517882,-153.4476673,1.7
2476,70.06518188,-153.4476134,1.8
2477,70.06518801,-153.4475595,1.8
2478,70.06519721,-153.4474966,1.7
2479,70.06520947,-153.4474337,1.7
2480,70.06521866,-153.4473708,1.7
2481,70.06522786,-153.447308,1.7
2482,70.06523705,-153.4472541,1.7
2483,70.06524318,-153.4472091,1.7
2484,70.06525238,-153.4471732,1.7
2485,70.06525851,-153.4471552,1.7
2486,70.06527077,-153.4470924,1.7
2487,70.0652769,-153.4470385,1.7
2488,70.06528916,-153.4469756,1.7
2489,70.06529529,-153.4469127,1.7
2490,70.06530448,-153.4468319,1.7
2491,70.06530755,-153.44676,1.7
2492,70.06531674,-153.4466971,1.7
2493,70.06532594,-153.4466432,1.7
2494,70.065329,-153.4466073,1.7
2495,70.0653474,-153.4465085,1.7
2496,70.06535046,-153.4464815,1.7
2497,70.06535966,-153.4464276,1.7
2498,70.06536579,-153.4463648,1.7
2499,70.06537192,-153.4463109,1.7
2500,70.06538111,-153.446257,1.7
2501,70.06538724,-153.4462121,1.7
2502,70.06539644,-153.4461492,1.7
2503,70.06540257,-153.4460863,1.7
2504,70.06540563,-153.4460234,1.7
2505,70.06541483,-153.4459605,1.7
2506,70.06542402,-153.4458977,1.7
2507,70.06543015,-153.4458348,1.7
2508,70.06543935,-153.4457809,1.7
2509,70.06544854,-153.445727,1.7
2510,70.0654608,-153.4456641,1.7
2511,70.06547,-153.4455922,1.7
2512,70.06547919,-153.4455473,1.6
2513,70.06548532,-153.4454755,1.7
2514,70.06549145,-153.4454395,1.7
2515,70.06549145,-153.4454036,1.7
2516,70.06549758,-153.4453677,1.7
2517,70.06550371,-153.4453138,1.6
2518,70.06550984,-153.4452689,1.7
2519,70.06551597,-153.445215,1.7
2520,70.06551904,-153.4451521,1.7
2521,70.06552517,-153.4450892,1.6
2522,70.06553436,-153.4450263,1.6
2523,70.06554049,-153.4449724,1.6
2524,70.06554662,-153.4449275,1.6
2525,70.06555888,-153.4448646,1.6
2526,70.06557115,-153.4448018,1.6
2527,70.06558341,-153.4447299,1.6
2528,70.06558954,-153.444685,1.6
2529,70.06559873,-153.4446401,1.6
2530,70.06560486,-153.4445862,1.5
2531,70.06561406,-153.4445233,1.5
2532,70.06562325,-153.4444604,1.5
2533,70.06562938,-153.4443975,1.3
2534,70.06563551,-153.4443526,1.3
2535,70.06564777,-153.4442808,1.2
2536,70.0656539,-153.4442179,1.2
2537,70.06566003,-153.444155,1.1
2538,70.06566616,-153.4440921,1.1
2539,70.06567229,-153.4440203,1.1
2540,70.06567842,-153.4439574,1.1
2541,70.06569068,-153.4439035,1
2542,70.06570907,-153.4438136,1.1
2543,70.06571827,-153.4437508,0.9
2544,70.0657244,-153.4437238,0.9
2545,70.06573666,-153.443625,0.8
2546,70.06574279,-153.4435801,0.9
2547,70.06574585,-153.4435621,0.8
2548,70.06576424,-153.4434723,0.7
2549,70.06576424,-153.4434633,0.7
2550,70.0657765,-153.4434004,0.8
2551,70.06578876,-153.4433196,0.8
2552,70.06579489,-153.4433016,0.7
2553,70.06580102,-153.4432567,0.7
2554,70.06581328,-153.4431669,0.8
2555,70.06581635,-153.4431579,0.7
2556,70.06582248,-153.443122,0.7
2557,70.06583474,-153.4430591,0.6
2558,70.0658378,-153.4430411,0.6
2559,70.06585006,-153.4429693,0.6
2560,70.06585926,-153.4429154,0.6
2561,70.06586845,-153.4428615,0.6
2562,70.06587458,-153.4428255,0.6
2563,70.06588378,-153.4427537,0.6
2564,70.06588991,-153.4427267,0.6
2565,70.06588991,-153.4427088,0.6
2566,70.0658991,-153.4426459,0.6
2567,70.06590217,-153.4426279,0.6
2568,70.06591136,-153.4425471,0.6
2569,70.06592056,-153.4424932,0.6
2570,70.06593282,-153.4424303,0.6
2571,70.06594201,-153.4423674,0.6
2572,70.06595121,-153.4422956,0.6
2573,70.06595427,-153.4422686,0.6
2574,70.06596653,-153.4421788,0.6
2575,70.06597573,-153.4421249,0.6
2576,70.06597879,-153.442053,0.6
2577,70.06597879,-153.4420351,0.6
2578,70.06599105,-153.4419542,0.6
2579,70.06599412,-153.4419003,0.6
2580,70.06599718,-153.4418823,0.6
2581,70.06600331,-153.4417835,0.6
2582,70.06600944,-153.4417566,0.6
2583,70.0660309,-153.4416218,0.6
2584,70.06603703,-153.4415769,0.7
2585,70.06604622,-153.441532,0.7
2586,70.06605542,-153.4414871,0.6
2587,70.06606461,-153.4414332,0.6
2588,70.06607381,-153.4413973,0.6
2589,70.066083,-153.4413434,0.6
2590,70.0660922,-153.4413074,0.6
2591,70.06610446,-153.4412625,0.6
2592,70.06611059,-153.4412086,0.6
2593,70.06611672,-153.4411547,0.7
2594,70.06612285,-153.4411008,0.7
2595,70.06612898,-153.4410469,0.7
2596,70.0661443,-153.4409571,0.7
2597,70.06615043,-153.4408942,0.7
2598,70.06616269,-153.4408403,0.7
2599,70.06616882,-153.4407685,0.7
2600,70.06618108,-153.4407236,0.7
2601,70.06618721,-153.4406786,0.7
2602,70.06619028,-153.4406337,0.6
2603,70.06619028,-153.4405349,0.6
2604,70.06619947,-153.440472,0.6
2605,70.06619947,-153.440472,0.6
2606,70.0662056,-153.4404092,0.6
2607,70.06621173,-153.4403732,0.7
2608,70.06622093,-153.4403104,0.6
2609,70.06622399,-153.4402654,0.6
2610,70.06623012,-153.4402115,0.6
2611,70.06624544,-153.4400768,0.6
2612,70.06625157,-153.4400229,0.7
2613,70.0662577,-153.43996,0.6
2614,70.0662577,-153.4399151,0.6
2615,70.0662669,-153.4398612,0.6
2616,70.06627303,-153.4397983,0.6
2617,70.06627609,-153.4397624,0.6
2618,70.06628529,-153.4397175,0.6
2619,70.06629448,-153.4396905,0.6
2620,70.06630368,-153.4396546,0.6
2621,70.06630674,-153.4396277,0.6
2622,70.066319,-153.4395917,0.6
2623,70.06632513,-153.4395378,0.6
2624,70.06634352,-153.4394211,0.6
2625,70.06635272,-153.4393672,0.6
2626,70.06636498,-153.4393133,0.6
2627,70.06638643,-153.4392055,0.6
2628,70.06639563,-153.4391516,0.7
2629,70.06640176,-153.4390977,0.7
2630,70.06641095,-153.4390528,0.7
2631,70.06641708,-153.4389989,0.6
2632,70.06642628,-153.438927,0.6
2633,70.06643241,-153.4388821,0.6
2634,70.06643854,-153.4388372,0.6
2635,70.0664508,-153.4387833,0.7
2636,70.06645692,-153.4387204,0.7
2637,70.06646612,-153.4386665,0.6
2638,70.06647225,-153.4386036,0.7
2639,70.06648757,-153.4385587,0.7
2640,70.0665029,-153.4384958,0.6
2641,70.06651516,-153.4384329,0.6
2642,70.06652435,-153.4383791,0.6
2643,70.06653048,-153.4383341,0.6
2644,70.06653661,-153.4382982,0.7
2645,70.06654887,-153.4382443,0.7
2646,70.06655807,-153.4381994,0.7
2647,70.06657033,-153.4381545,0.7
2648,70.06657339,-153.4381185,0.7
2649,70.06658872,-153.4380557,0.7
2650,70.06660404,-153.4379748,0.6
2651,70.06661324,-153.4379209,0.6
2652,70.06662549,-153.437858,0.6
2653,70.06663775,-153.4378131,0.6
2654,70.06664388,-153.4377682,0.6
2655,70.06665614,-153.4377233,0.6
2656,70.06665921,-153.4376874,0.6
2657,70.06666227,-153.4376604,0.6
2658,70.0666684,-153.4376065,0.7
2659,70.0666776,-153.4375616,0.6
2660,70.06668373,-153.4375077,0.6
2661,70.06668986,-153.4374269,0.6
2662,70.06669599,-153.437364,0.6
2663,70.06669599,-153.437337,0.6
2664,70.06670212,-153.4373011,0.6
2665,70.06671438,-153.4372562,0.6
2666,70.06672051,-153.4372113,0.6
2667,70.06673277,-153.4371664,0.6
2668,70.06673583,-153.4371394,0.6
2669,70.06674196,-153.4370945,0.6
2670,70.06675422,-153.4370316,0.6
2671,70.06676035,-153.4369688,0.6
2672,70.06676648,-153.4369149,0.6
2673,70.06677261,-153.4368699,0.6
2674,70.0667818,-153.4368071,0.6
2675,70.06680019,-153.4367352,0.6
2676,70.06680632,-153.4366993,0.6
2677,70.06680939,-153.4366633,0.6
2678,70.06681552,-153.4366184,0.6
2679,70.06682778,-153.4365735,0.6
2680,70.06683697,-153.4365016,0.6
2681,70.06684617,-153.4364298,0.7
2682,70.0668523,-153.4363849,0.7
2683,70.06685843,-153.43634,0.6
2684,70.06687068,-153.4362861,0.6
2685,70.06687988,-153.4362052,0.6
2686,70.06688907,-153.4361693,0.6
2687,70.0669044,-153.4361154,0.7
2688,70.06691359,-153.4360795,0.7
2689,70.06692279,-153.4360076,0.7
2690,70.06692892,-153.4359806,0.7
2691,70.06693811,-153.4359267,0.6
2692,70.06694731,-153.4358549,0.6
2693,70.06695037,-153.435801,0.7
2694,70.0669565,-153.4357561,0.6
2695,70.0669657,-153.4356842,0.6
2696,70.06696876,-153.4356303,0.6
2697,70.06697795,-153.4355674,0.7
2698,70.06698715,-153.4355225,0.6
2699,70.06699634,-153.4354686,0.7
2700,70.06700554,-153.4354057,0.6
2701,70.06701473,-153.4353429,0.6
2702,70.06702086,-153.435289,0.6
2703,70.06702393,-153.4352171,0.7
2704,70.06702699,-153.4351542,0.6
2705,70.06702699,-153.4351093,0.7
2706,70.06703619,-153.4350554,0.7
2707,70.06704232,-153.4350195,0.6
2708,70.06704845,-153.4349746,0.7
2709,70.0670607,-153.4349207,0.7
2710,70.06707296,-153.4348668,0.7
2711,70.06708216,-153.4348308,0.7
2712,70.06709442,-153.434759,0.7
2713,70.06709748,-153.434732,0.7
2714,70.06710974,-153.4346692,0.7
2715,70.06711894,-153.4346153,0.7
2716,70.06713426,-153.4345344,0.7
2717,70.06714039,-153.4344715,0.7
2718,70.06715571,-153.4344087,0.7
2719,70.06717104,-153.4343368,0.7
2720,70.06718023,-153.4343009,0.7
2721,70.06719556,-153.434238,0.7
2722,70.06720782,-153.4341931,0.7
2723,70.06721701,-153.4341571,0.7
2724,70.06723233,-153.4341032,0.7
2725,70.06724153,-153.4340583,0.7
2726,70.06725379,-153.4340224,0.7
2727,70.06726911,-153.4339685,0.7
2728,70.06728444,-153.4339146,0.7
2729,70.0672967,-153.4338697,0.7
2730,70.06730589,-153.4338517,0.7
2731,70.06732428,-153.4337978,0.7
2732,70.06733654,-153.4337439,0.7
2733,70.06734267,-153.433726,0.7
