FID,Latitude,Longitude,Depth_m
12304,70.0514334,-153.5682704,21
12305,70.0514334,-153.5682614,20.9
12306,70.05143033,-153.5682614,21.1
12307,70.05142727,-153.5682614,20.9
12308,70.0514242,-153.5682614,20.9
12309,70.0514242,-153.5682704,20.9
12310,70.0514242,-153.5682704,20.9
12311,70.05142113,-153.5682973,20.9
12312,70.051415,-153.5683063,20.9
12313,70.051415,-153.5683243,20.9
12314,70.05141193,-153.5683332,20.9
12315,70.05141193,-153.5683422,20.9
12316,70.05141193,-153.5683692,20.9
12317,70.05140886,-153.5683692,20.9
12318,70.05140886,-153.5683961,20.9
12319,70.0514058,-153.5684051,20.9
12320,70.05140273,-153.5684141,20.9
12321,70.05140273,-153.5684321,20.9
12322,70.05139659,-153.5684321,20.9
12323,70.05139353,-153.5684321,20.9
12324,70.05138739,-153.5684231,20.9
12325,70.05138433,-153.5684141,20.9
12326,70.05137819,-153.5684141,20.9
12327,70.05137512,-153.5684321,20.9
12328,70.05137512,-153.56845,20.9
12329,70.05137512,-153.568468,20.8
12330,70.05137512,-153.568477,20.8
12331,70.05137512,-153.568477,20.8
12332,70.05137512,-153.568477,20.9
12333,70.05137819,-153.568477,20.9
12334,70.05138126,-153.568477,20.9
12335,70.05138433,-153.568477,20.9
12336,70.05138433,-153.568477,21
12337,70.05138433,-153.568477,21
12338,70.05138433,-153.568477,20.9
12339,70.0514518,-153.5681087,20.9
12340,70.05137819,-153.5683243,20.9
12341,70.05132912,-153.5684859,20.9
12342,70.05132912,-153.5684859,20.9
12343,70.05137206,-153.5685129,20.8
12344,70.05139966,-153.568477,20.9
12345,70.05140886,-153.568468,20.9
12346,70.0514058,-153.5684859,20.9
12347,70.05140886,-153.5685039,20.9
12348,70.0514058,-153.5685039,20.9
12349,70.05139659,-153.5685129,20.9
12350,70.05139353,-153.5685219,20.9
12351,70.05138739,-153.5685219,20.9
12352,70.05137512,-153.5685309,20.9
12353,70.05137206,-153.5685488,20.9
12354,70.05136592,-153.5685668,20.9
12355,70.05136286,-153.5685758,20.9
12356,70.05135365,-153.5686117,20.9
12357,70.05135059,-153.5686207,20.8
12358,70.05134752,-153.5686207,20.9
12359,70.05134445,-153.5686297,20.9
12360,70.05134445,-153.5686387,21
12361,70.05134752,-153.5686387,21
12362,70.05134752,-153.5686566,20.7
12363,70.05134445,-153.5686656,20.7
12364,70.05134139,-153.5686746,20.8
12365,70.05134445,-153.5686746,20.8
12366,70.05134445,-153.5686746,20.9
12367,70.05134445,-153.5686746,20.9
12368,70.05134445,-153.5686746,20.9
12369,70.05134752,-153.5686926,20.9
12370,70.05134445,-153.5686926,21.1
12371,70.05134445,-153.5687015,20.9
12372,70.05134445,-153.5687015,20.9
12373,70.05133832,-153.5687105,20.9
12374,70.05133525,-153.5687195,20.7
12375,70.05132605,-153.5687195,20.8
12376,70.05132298,-153.5687195,20.8
12377,70.05131992,-153.5687195,20.8
12378,70.05131685,-153.5687195,20.8
12379,70.05131378,-153.5687285,20.7
12380,70.05131378,-153.5687375,20.7
12381,70.05131685,-153.5687464,20.7
12382,70.05131685,-153.5687464,20.7
12383,70.05131685,-153.5687464,20.6
12384,70.05131378,-153.5687464,20.9
12385,70.05131378,-153.5687464,20.7
12386,70.05131378,-153.5687554,20.7
12387,70.05131685,-153.5687824,20.9
12388,70.05131992,-153.5687914,20.9
12389,70.05131685,-153.5688003,20.6
12390,70.05131685,-153.5688183,20.6
12391,70.05131685,-153.5688273,20.6
12392,70.05130151,-153.5688273,20.6
12393,70.05129845,-153.5688273,20.6
12394,70.05129538,-153.5688453,20.8
12395,70.05129538,-153.5688542,20.9
12396,70.05129231,-153.5688453,20.8
12397,70.05129538,-153.5688632,20.9
12398,70.05129231,-153.5688632,20.7
12399,70.05128924,-153.5688632,20.9
12400,70.05128618,-153.5688632,20.9
12401,70.05127698,-153.5688453,20.9
12402,70.05127698,-153.5688453,20.9
12403,70.05126777,-153.5688722,20.9
12404,70.05126471,-153.5688722,20.7
12405,70.05126164,-153.5688722,20.7
12406,70.05126164,-153.5688812,21
12407,70.05126164,-153.5688812,21
12408,70.05126471,-153.5688902,21.1
12409,70.05126164,-153.5688992,20.9
12410,70.05125857,-153.5689081,20.9
12411,70.05125244,-153.5689171,20.9
12412,70.05124324,-153.5689261,20.8
12413,70.05124324,-153.5689351,20.8
12414,70.05124017,-153.5689531,20.8
12415,70.05124017,-153.568962,20.8
12416,70.05124017,-153.568962,20.8
12417,70.05124324,-153.568971,20.8
12418,70.05124324,-153.56898,20.9
12419,70.05124017,-153.56898,20.9
12420,70.05124017,-153.56898,20.6
12421,70.0512371,-153.568989,20.8
12422,70.0512371,-153.568998,20.8
12423,70.05124017,-153.569007,20.8
12424,70.0512371,-153.5690159,20.8
12425,70.0512371,-153.5690429,20.8
12426,70.05123097,-153.5690519,20.8
12427,70.05122483,-153.5690519,20.8
12428,70.05122177,-153.5690519,20.6
12429,70.05122177,-153.5690519,20.7
12430,70.05122177,-153.5690698,20.7
12431,70.0512187,-153.5690788,20.7
12432,70.05122177,-153.5690968,20.7
12433,70.05122483,-153.5691058,20.7
12434,70.05122177,-153.5690968,20.7
12435,70.05121563,-153.5691237,20.7
12436,70.0512095,-153.5691507,20.7
12437,70.05120336,-153.5691866,20.7
12438,70.05119723,-153.5692315,20.6
12439,70.05119723,-153.5692405,20.6
12440,70.05119723,-153.5692764,20.7
12441,70.05120336,-153.5693034,20.7
12442,70.05120643,-153.5693213,20.9
12443,70.05121257,-153.5693393,20.9
12444,70.05121257,-153.5693393,20.9
12445,70.0512095,-153.5693573,20.9
12446,70.05120336,-153.5693573,20.6
12447,70.0512003,-153.5693393,20.8
12448,70.05119723,-153.5693483,20.6
12449,70.05119416,-153.5693483,20.9
12450,70.05118803,-153.5693483,20.8
12451,70.05118189,-153.5693483,20.8
12452,70.05117576,-153.5693573,20.8
12453,70.05117576,-153.5693573,20.8
12454,70.05118189,-153.5693483,20.8
12455,70.05118496,-153.5693573,20.5
12456,70.05118189,-153.5693573,20.5
12457,70.05117576,-153.5693842,20.5
12458,70.05117576,-153.5693842,20.9
12459,70.05117576,-153.5693932,20.6
12460,70.05116656,-153.5693932,20.8
12461,70.05116042,-153.5694022,20.9
12462,70.05116042,-153.5694022,20.6
12463,70.05116042,-153.5694022,20.6
12464,70.05116042,-153.5694022,20.6
12465,70.05116042,-153.5694022,20.9
12466,70.05116042,-153.5694022,20.5
12467,70.05116042,-153.5694022,20.7
12468,70.05116042,-153.5694022,20.7
12469,70.05116042,-153.5694022,20.7
12470,70.05116042,-153.5694022,20.6
12471,70.05116042,-153.5694022,20.5
12472,70.05116042,-153.5694022,20.7
12473,70.05116042,-153.5694022,20.6
12474,70.05116042,-153.5694022,20.6
12475,70.05116042,-153.5694022,20.5
12476,70.05116042,-153.5694022,20.4
12477,70.05116042,-153.5694022,20.4
12478,70.05116042,-153.5694022,20.4
12479,70.05103774,-153.5687644,20.4
12480,70.05112055,-153.5690788,20.4
12481,70.05112668,-153.5691327,20.4
12482,70.05117576,-153.5691507,20.5
12483,70.05120643,-153.5691597,20.5
12484,70.05123404,-153.5691507,20.5
12485,70.0512463,-153.5691327,20.5
12486,70.05125857,-153.5691147,20.5
12487,70.05127391,-153.5690968,20.5
12488,70.05129231,-153.5691058,20.6
12489,70.05131071,-153.5691327,20.6
12490,70.05132912,-153.5691507,20.6
12491,70.05134752,-153.5692225,20.6
12492,70.05135059,-153.5692675,20.6
12493,70.05134752,-153.5693573,20.6
12494,70.05134752,-153.5694022,20.6
12495,70.05135059,-153.5694471,20.8
12496,70.05134445,-153.569501,20.7
12497,70.05134445,-153.5695459,20.7
12498,70.05134445,-153.5695818,20.7
12499,70.05133832,-153.5696717,20.7
12500,70.05133525,-153.5697346,20.6
12501,70.05132912,-153.5697885,20.6
12502,70.05132605,-153.5698424,20.6
12503,70.05132298,-153.5699052,20.6
12504,70.05131378,-153.5699771,20.7
12505,70.05130151,-153.570022,20.6
12506,70.05129845,-153.5700669,20.6
12507,70.05128004,-153.5701478,20.5
12508,70.05127698,-153.5701567,20.5
12509,70.05126471,-153.5702556,20.6
12510,70.05126164,-153.5702825,20.6
12511,70.05125857,-153.5703184,20.6
12512,70.05125244,-153.5703993,20.5
12513,70.05124937,-153.5704622,20.5
12514,70.0512371,-153.570525,20.4
12515,70.05123097,-153.5705969,20.6
12516,70.05122177,-153.5707047,20.4
12517,70.0512187,-153.5707586,20.4
12518,70.05121257,-153.5708035,20.4
12519,70.0512003,-153.5708574,20.4
12520,70.0511911,-153.5708933,20.3
12521,70.05117883,-153.5709472,20.3
12522,70.05116656,-153.5709921,20.3
12523,70.05115429,-153.5710371,20.2
12524,70.05113589,-153.5710999,20.1
12525,70.05112668,-153.5711269,20.2
12526,70.05111442,-153.5711898,20.1
12527,70.05110521,-153.5712347,20.1
12528,70.05109295,-153.5712706,20.1
12529,70.05108374,-153.5713065,20.1
12530,70.05107761,-153.5713335,20.1
12531,70.05106227,-153.5714054,20
12532,70.05105921,-153.5714413,20
12533,70.05105,-153.5714682,20.1
12534,70.0510408,-153.5715401,20
12535,70.05103467,-153.571594,20.1
12536,70.05102853,-153.5716569,20
12537,70.05101933,-153.5717467,20
12538,70.05101933,-153.5717737,19.9
12539,70.0510132,-153.5718276,19.9
12540,70.051004,-153.5718725,19.9
12541,70.0509948,-153.5719533,19.8
12542,70.05098866,-153.5720072,19.8
12543,70.05097946,-153.5720701,19.8
12544,70.05096719,-153.572133,19.8
12545,70.05096106,-153.5721689,19.8
12546,70.05093959,-153.5722767,19.7
12547,70.05093038,-153.5723216,19.6
12548,70.05092425,-153.5723665,19.6
12549,70.05091505,-153.5724114,19.6
12550,70.05090585,-153.5724653,19.5
12551,70.05089358,-153.5725282,19.2
12552,70.05089051,-153.5725731,19.2
12553,70.05088744,-153.5726091,19.2
12554,70.05088131,-153.572663,19.2
12555,70.05087211,-153.5727258,19.3
12556,70.0508629,-153.5727797,18.9
12557,70.05085064,-153.5728696,18.6
12558,70.05084757,-153.5729145,18.6
12559,70.05083837,-153.5729594,18.6
12560,70.05083223,-153.5729953,18.5
12561,70.05081996,-153.5730941,18.3
12562,70.05080769,-153.5731929,18.2
12563,70.05080156,-153.5732289,18.2
12564,70.05079543,-153.5732738,18
12565,70.05078622,-153.5733546,17.5
12566,70.05078622,-153.5733906,17.4
12567,70.05078009,-153.5734265,17.4
12568,70.05077396,-153.5734714,17.2
12569,70.05077089,-153.5735163,17.2
12570,70.05077089,-153.5735702,17.1
12571,70.05076782,-153.5736061,16.8
12572,70.05076169,-153.5736421,15.9
12573,70.05076169,-153.573678,15.9
12574,70.05076169,-153.573696,15.9
12575,70.05075555,-153.5737589,15.3
12576,70.05075248,-153.5737948,15.3
12577,70.05073408,-153.5738666,14.8
12578,70.05071568,-153.5739565,14.6
12579,70.05071261,-153.5739834,14.6
12580,70.05070648,-153.5740283,14.5
12581,70.05070341,-153.5740643,14
12582,70.05069727,-153.5740912,13.7
12583,70.05069727,-153.5741361,13.3
12584,70.05069421,-153.574208,12.3
12585,70.05069114,-153.5742619,12.3
12586,70.05069114,-153.5742978,12.1
12587,70.05069421,-153.5743427,11.8
12588,70.05069727,-153.5743876,11.8
12589,70.05070341,-153.5744146,11.8
12590,70.05070954,-153.5744595,11.5
12591,70.05071875,-153.5745044,11.3
12592,70.05072181,-153.5745583,11.4
12593,70.05072488,-153.5746122,11.1
12594,70.05072181,-153.5746571,11.1
12595,70.05072181,-153.5746841,10.9
12596,70.05072181,-153.574729,10.8
12597,70.05071875,-153.5747649,10.7
12598,70.05070648,-153.5748458,10.3
12599,70.05070034,-153.5748997,10.2
12600,70.05070034,-153.5749176,10
12601,70.05069727,-153.5749715,9.7
12602,70.05069114,-153.5749985,9.4
12603,70.05068194,-153.5750254,8.7
12604,70.05067274,-153.5751063,7.3
12605,70.05066353,-153.5751961,6.3
12606,70.05066047,-153.575232,5.5
12607,70.05066047,-153.575259,4.5
12608,70.05066047,-153.5753039,5.3
12609,70.0506574,-153.5753219,5.3
12610,70.05064513,-153.5753398,5.3
12611,70.05064206,-153.5753488,0.8
12612,70.05063286,-153.5753578,0.7
12613,70.05062059,-153.5753668,1.1
12614,70.05059606,-153.5753758,0.6
12615,70.05058685,-153.5753847,0.6
12616,70.05058072,-153.5753937,0.6
12617,70.05056538,-153.5753847,1.4
12618,70.05055618,-153.5753847,0.6
12619,70.05054084,-153.5753758,0.6
12620,70.05051324,-153.5753578,0.6
12621,70.05051017,-153.5753398,0.6
12622,70.0505071,-153.5753398,0.6
12623,70.05050097,-153.5753219,0.6
12624,70.05049484,-153.5753039,0.6
12625,70.0504887,-153.5752859,0.6
12626,70.05048257,-153.57525,0.6
12627,70.05047643,-153.575223,0.6
12628,70.0504703,-153.5751871,0.7
12629,70.05046416,-153.5751602,0.7
12630,70.05046416,-153.5751422,0.7
12631,70.0504611,-153.5751153,0.7
12632,70.05046416,-153.5750703,0.8
12633,70.05046416,-153.5750434,0.8
12634,70.0504611,-153.5750075,0.9
12635,70.05045803,-153.5749805,1
12636,70.05045803,-153.5749356,1.1
12637,70.05045803,-153.5749087,1.5
12638,70.05045496,-153.5748458,2.7
12639,70.05045496,-153.5748188,3.4
12640,70.05045189,-153.5747829,4
12641,70.05045189,-153.5747559,4.6
12642,70.05044576,-153.574729,5.3
12643,70.05044883,-153.574702,5.8
12644,70.05045189,-153.5746571,6.7
12645,70.05045496,-153.5746032,7.4
12646,70.05045189,-153.5745763,7.7
12647,70.05044883,-153.5745493,8.5
12648,70.05044576,-153.5744865,9.1
12649,70.05044576,-153.5744505,9.2
12650,70.05044576,-153.5744146,9.3
12651,70.05044883,-153.5743787,9.5
12652,70.05044883,-153.5743517,9.5
12653,70.05045189,-153.5742709,9.8
12654,70.05045496,-153.5742349,9.8
12655,70.05045496,-153.574217,9.9
12656,70.05045496,-153.574181,10.1
12657,70.05045496,-153.5741451,10.3
12658,70.05045496,-153.5741182,10.6
12659,70.05045496,-153.5740733,10.8
12660,70.05045496,-153.5740373,11.1
12661,70.05045496,-153.5740014,11.4
12662,70.05044576,-153.5739116,11.9
12663,70.05044576,-153.5738936,12.1
12664,70.05044576,-153.5738577,12.5
12665,70.05044576,-153.5738128,12.8
12666,70.05044576,-153.5737858,13.1
12667,70.05044883,-153.5737409,13.4
12668,70.05044883,-153.57366,13.9
12669,70.05044576,-153.5736151,14
12670,70.05044883,-153.5735612,14.2
12671,70.05044883,-153.5735253,14.5
12672,70.05044883,-153.5734804,14.7
12673,70.05044883,-153.5734445,14.8
12674,70.05045189,-153.5734085,15
12675,70.05045189,-153.5733726,15.2
12676,70.05045189,-153.5733187,15.6
12677,70.05045496,-153.5732828,15.7
12678,70.05045496,-153.5732468,15.9
12679,70.05045496,-153.5732379,15.9
12680,70.05045189,-153.5732109,16.2
12681,70.05045189,-153.573166,16.4
12682,70.05044883,-153.5731211,16.4
12683,70.05044883,-153.5730851,16.5
12684,70.05044883,-153.5730223,16.4
12685,70.05044576,-153.5730043,16.6
12686,70.05044269,-153.5729773,16.6
12687,70.05043656,-153.5729504,16.6
12688,70.05043042,-153.5728785,16.8
12689,70.05043042,-153.5728426,17
12690,70.05043042,-153.5727887,17
12691,70.05043042,-153.5727348,17.2
12692,70.05042735,-153.572654,17.4
12693,70.05042735,-153.5726001,17.4
12694,70.05042735,-153.5725552,17.5
12695,70.05042735,-153.5725102,17.5
12696,70.05043042,-153.5724653,17.6
12697,70.05042735,-153.5724025,17.7
12698,70.05042429,-153.5723845,17.7
12699,70.05042429,-153.5723396,17.7
12700,70.05042735,-153.5723036,17.7
12701,70.05042735,-153.5722677,17.8
12702,70.05042429,-153.5722318,17.7
12703,70.05042122,-153.5722048,17.8
12704,70.05041815,-153.5721419,17.8
12705,70.05041815,-153.572097,17.8
12706,70.05041509,-153.5720611,17.7
12707,70.05041202,-153.5719803,17.7
12708,70.05040895,-153.5719533,17.7
12709,70.05040588,-153.5719084,17.7
12710,70.05040588,-153.5718635,17.7
12711,70.05040588,-153.5718276,17.7
12712,70.05040282,-153.5718096,17.6
12713,70.05040588,-153.5717467,17.6
12714,70.05040895,-153.5717287,17.4
12715,70.05040895,-153.5716928,17.4
12716,70.05040895,-153.5716659,17.3
12717,70.05041202,-153.571594,17.3
12718,70.05041202,-153.5715671,17.3
12719,70.05041202,-153.5715311,17.2
12720,70.05041509,-153.5715042,17.2
12721,70.05041509,-153.5714593,17.2
12722,70.05041509,-153.5714323,17
12723,70.05041509,-153.5713784,16.9
12724,70.05041202,-153.5713335,16.7
12725,70.05041202,-153.5713065,16.7
12726,70.05041202,-153.5712527,16.7
12727,70.05040895,-153.5712167,16.7
12728,70.05040895,-153.5711269,16.5
12729,70.05040895,-153.571073,16.5
12730,70.05040588,-153.5710191,16.4
12731,70.05040588,-153.5709652,16.4
12732,70.05040282,-153.5709203,16.4
12733,70.05039668,-153.5708664,16.2
12734,70.05039361,-153.5708484,16.2
12735,70.05039055,-153.5708305,16.1
12736,70.05039055,-153.5708125,16.1
12737,70.05038748,-153.5707766,16.1
12738,70.05039055,-153.5706957,16.1
12739,70.05039361,-153.5706598,16
12740,70.05039668,-153.5705969,16.1
12741,70.05040282,-153.570561,16.5
12742,70.05040588,-153.5705161,16.4
12743,70.05040588,-153.5704891,16.7
12744,70.00917426,-153.1196874,1.7
12745,70.00916811,-153.1196874,1.4
12746,70.00917426,-153.1196784,1.4
12747,70.00917733,-153.1196604,1.4
12748,70.00917426,-153.1196604,1.5
12749,70.00917733,-153.1196514,1.4
12750,70.00917733,-153.1196425,1.4
12751,70.00917426,-153.1196425,1.5
12752,70.0091804,-153.1196155,1.5
12753,70.00918348,-153.1195886,1.5
12754,70.00918348,-153.1195706,1.6
12755,70.00918348,-153.1195526,1.6
12756,70.00918655,-153.1195257,1.6
12757,70.0091927,-153.1195347,1.6
12758,70.0091927,-153.1195347,1.6
12759,70.0091927,-153.1195077,1.7
12760,70.00919577,-153.1194718,1.7
12761,70.00920192,-153.1194538,1.8
12762,70.00920192,-153.1194448,1.8
12763,70.00920499,-153.1194269,1.9
12764,70.00920499,-153.1194179,1.9
12765,70.00920499,-153.1193999,2
12766,70.00921114,-153.1193909,2.1
12767,70.00921421,-153.119382,2.1
12768,70.00921421,-153.119382,2.2
12769,70.00921421,-153.119382,2.2
12770,70.00922343,-153.119382,2.3
12771,70.0092265,-153.119373,2.3
12772,70.00923265,-153.119355,2.4
12773,70.00923573,-153.119355,2.4
12774,70.0092388,-153.119346,2.5
12775,70.00924187,-153.1193191,2.5
12776,70.00924187,-153.1193101,2.5
12777,70.00924495,-153.1192831,2.6
12778,70.00925109,-153.1192742,2.7
12779,70.00925109,-153.1192562,2.9
12780,70.00925417,-153.1192472,3.1
12781,70.00925724,-153.1192472,3.3
12782,70.00925724,-153.1192292,3.5
12783,70.00925417,-153.1192113,3.9
12784,70.00925417,-153.1191933,4.1
12785,70.00925724,-153.1191933,4.4
12786,70.00926031,-153.1191933,4.6
12787,70.00926031,-153.1191843,4.9
12788,70.00926031,-153.1191753,5.1
12789,70.00926031,-153.1191664,5.4
12790,70.00926646,-153.1191753,5.5
12791,70.00926339,-153.1191664,5.7
12792,70.00926339,-153.1191574,6
12793,70.00926339,-153.1191484,6.5
12794,70.00926646,-153.1191304,6.5
12795,70.00926953,-153.1191304,6.7
12796,70.00926646,-153.1191215,6.9
12797,70.00926646,-153.1191215,7.1
12798,70.00926646,-153.1190945,7.4
12799,70.00926339,-153.1190676,7.6
12800,70.00926031,-153.1190496,7.8
12801,70.00926646,-153.1190137,8
12802,70.00926646,-153.1189777,8.2
12803,70.00926339,-153.1189598,8.5
12804,70.00926031,-153.1189328,8.7
12805,70.00926031,-153.1189238,8.7
12806,70.00926339,-153.1189059,8.8
12807,70.00926646,-153.1188789,9.3
12808,70.00926031,-153.118852,9.3
12809,70.00925724,-153.118825,9.3
12810,70.00925724,-153.1188071,9.4
12811,70.00926031,-153.1187891,9.7
12812,70.00926031,-153.1187801,9.9
12813,70.00926031,-153.1187621,10
12814,70.00925724,-153.1187532,10.2
12815,70.00925724,-153.1187532,10.2
12816,70.00925417,-153.1187262,10.3
12817,70.00926031,-153.1187172,10.3
12818,70.00926339,-153.1187082,10.6
12819,70.00927568,-153.1186993,10.7
12820,70.00927875,-153.1186723,10.8
12821,70.00928183,-153.1186543,10.9
12822,70.00928183,-153.1186454,10.9
12823,70.00928183,-153.1186454,11
12824,70.00928183,-153.1186364,11.1
12825,70.00927875,-153.1186094,11.2
12826,70.00927875,-153.1185825,11.2
12827,70.00927875,-153.1185735,11.3
12828,70.00927568,-153.1185645,11.5
12829,70.00927261,-153.1185645,11.5
12830,70.00926953,-153.1185645,11.5
12831,70.00926339,-153.1185735,11.7
12832,70.00925724,-153.1185645,11.8
12833,70.00925724,-153.1185466,11.7
12834,70.00926339,-153.1185196,11.9
12835,70.00926339,-153.1185196,11.9
12836,70.00926339,-153.1185016,12
12837,70.00926031,-153.1184837,12
12838,70.00926031,-153.1184747,12
12839,70.00926339,-153.1184388,12.2
12840,70.00926646,-153.1184208,12.2
12841,70.00926646,-153.1184028,12.3
12842,70.00926646,-153.1184118,12.4
12843,70.00926339,-153.1183849,12.4
12844,70.00926031,-153.1183759,12.4
12845,70.00926339,-153.1183579,12.6
12846,70.00926646,-153.1183399,12.6
12847,70.00926646,-153.118313,12.7
12848,70.00926646,-153.1182681,12.8
12849,70.00926646,-153.1182501,12.8
12850,70.00926646,-153.1182411,12.9
12851,70.00926953,-153.1182232,13
12852,70.00926953,-153.1181962,13
12853,70.00927568,-153.1181872,13.1
12854,70.00927875,-153.1181783,13.1
12855,70.00928183,-153.1181603,13.1
12856,70.0092849,-153.1181423,13.1
12857,70.00929719,-153.1181423,13.3
12858,70.00929719,-153.1181333,13.4
12859,70.00929412,-153.1181064,13.3
12860,70.00929719,-153.1180884,13.3
12861,70.00930334,-153.1180794,13.5
12862,70.00930641,-153.1180705,13.5
12863,70.00930027,-153.1180435,13.5
12864,70.00930334,-153.1180255,13.6
12865,70.00930641,-153.1179896,13.7
12866,70.00930027,-153.1179627,13.7
12867,70.00929719,-153.1179357,13.7
12868,70.00929719,-153.1179088,13.8
12869,70.00929412,-153.1178998,13.8
12870,70.00928797,-153.1178818,13.9
12871,70.00929105,-153.1178639,13.9
12872,70.00930027,-153.1178459,13.9
12873,70.00931256,-153.1178189,13.9
12874,70.00931563,-153.117801,14
12875,70.00932793,-153.117801,14
12876,70.00933407,-153.117783,14
12877,70.00933407,-153.1177561,14.1
12878,70.00933407,-153.1177112,14.1
12879,70.00934022,-153.1176932,14.2
12880,70.00934329,-153.1176752,14.2
12881,70.00934022,-153.1176573,14.2
12882,70.00934329,-153.1176483,14.3
12883,70.00934329,-153.1176483,14.3
12884,70.00934022,-153.1176393,14.3
12885,70.00934022,-153.1176303,14.4
12886,70.00934329,-153.1176034,14.4
12887,70.00934329,-153.1175944,14.3
12888,70.00934022,-153.1175854,14.3
12889,70.00933715,-153.1175764,14.3
12890,70.00933407,-153.1175584,14.5
12891,70.009331,-153.1175495,14.5
12892,70.00933407,-153.1175315,14.3
12893,70.00933407,-153.1175135,14.3
12894,70.00933715,-153.1175045,14.4
12895,70.00934022,-153.1174956,14.4
12896,70.00934329,-153.1174866,14.4
12897,70.00933715,-153.1174596,14.6
12898,70.00934022,-153.1174506,14.5
12899,70.00934329,-153.1174417,14.4
12900,70.00935251,-153.1174237,14.4
12901,70.00934944,-153.1173878,14.3
12902,70.00935251,-153.1173698,14.3
12903,70.00935559,-153.1173518,14.3
12904,70.00936173,-153.1173339,14.2
12905,70.00936173,-153.1173069,14.1
12906,70.00936173,-153.117289,14.2
12907,70.00936173,-153.117262,14.2
12908,70.00936481,-153.1172261,14.1
12909,70.00936481,-153.1171991,14.1
12910,70.00936788,-153.1171812,14.2
12911,70.00936481,-153.1171722,14.2
12912,70.00936481,-153.1171542,14.2
12913,70.00936481,-153.1171273,14.2
12914,70.00936481,-153.1171183,14.3
12915,70.00937095,-153.1170734,14.3
12916,70.00936788,-153.1170554,14.3
12917,70.00937095,-153.1170464,14.4
12918,70.00937095,-153.1170464,14.4
12919,70.00936788,-153.1170285,14.2
12920,70.00936788,-153.1170105,14.2
12921,70.00937095,-153.1169925,14.2
12922,70.00937403,-153.1169566,14.2
12923,70.0093771,-153.1169476,14.2
12924,70.0093771,-153.1169386,14.3
12925,70.00938017,-153.1169207,14.2
12926,70.00938017,-153.1168758,14.3
12927,70.00938017,-153.1168488,14.5
12928,70.0093771,-153.1168219,14.4
12929,70.00938017,-153.1167949,14.4
12930,70.00938017,-153.116768,14.2
12931,70.00938017,-153.11675,14.2
12932,70.00938017,-153.116741,14.3
12933,70.00938017,-153.116741,14.3
12934,70.0093771,-153.116732,14.3
12935,70.0093771,-153.116723,14.2
12936,70.0093771,-153.1167051,14.2
12937,70.0093771,-153.1166961,14.2
12938,70.00938017,-153.1166871,14.2
12939,70.0093771,-153.1166781,14.2
12940,70.0093771,-153.1166691,14.5
12941,70.00937403,-153.1166512,14.2
12942,70.00937095,-153.1166242,14.2
12943,70.00937095,-153.1166152,14.2
12944,70.00937095,-153.1166063,14.2
12945,70.00937095,-153.1165614,14.2
12946,70.00937095,-153.1165254,14.3
12947,70.00936481,-153.1165075,14.3
12948,70.00936173,-153.1164895,14.3
12949,70.00936173,-153.1164805,14.3
12950,70.00936173,-153.1164715,14.3
12951,70.00936481,-153.1164625,14.4
12952,70.00936481,-153.1164715,14.1
12953,70.00936173,-153.1164536,14.1
12954,70.00935559,-153.1164536,14.1
12955,70.00934637,-153.1164536,14.2
12956,70.00934022,-153.1164356,14.1
12957,70.00934329,-153.1164086,14.1
12958,70.00934637,-153.1163997,14.3
12959,70.00934944,-153.1163727,14.3
12960,70.00935559,-153.1163637,14.4
12961,70.00935866,-153.1163458,14.3
12962,70.00936173,-153.1163458,14.4
12963,70.00936481,-153.1163458,14.3
12964,70.00936481,-153.1163368,14.2
12965,70.00936788,-153.1163368,14.2
12966,70.00937095,-153.1163188,14.2
12967,70.00937403,-153.1163098,14.3
12968,70.0093771,-153.1163009,14.3
12969,70.00938017,-153.1162829,14
12970,70.00938939,-153.116247,14.1
12971,70.00939247,-153.11622,14.2
12972,70.00939247,-153.116202,14.3
12973,70.00939554,-153.116202,14.3
12974,70.00939861,-153.11622,14.1
12975,70.00939861,-153.116229,14.1
12976,70.00939247,-153.116229,14.1
12977,70.00939554,-153.116211,14.1
12978,70.00939861,-153.1161931,14.2
12979,70.00939554,-153.1161661,14
12980,70.00938939,-153.1161302,14
12981,70.00938325,-153.1160853,14
12982,70.00938632,-153.1160763,14
12983,70.00938325,-153.1160673,14
12984,70.00938325,-153.1160314,14
12985,70.00938939,-153.1159954,13.9
12986,70.00938632,-153.1159775,13.9
12987,70.00939247,-153.1159595,13.9
12988,70.00939247,-153.1159326,13.9
12989,70.00939247,-153.1159056,13.9
12990,70.00939247,-153.1158697,13.9
12991,70.00938939,-153.1158337,13.8
12992,70.00938632,-153.1158068,13.9
12993,70.00938325,-153.1157619,13.7
12994,70.00938325,-153.1157439,13.7
12995,70.00938325,-153.115726,13.8
12996,70.00938632,-153.115708,13.8
12997,70.00938939,-153.115699,13.7
12998,70.00938939,-153.11569,13.7
12999,70.00938939,-153.1156721,13.5
13000,70.00938939,-153.1156631,13.5
13001,70.00938939,-153.1156541,13.6
13002,70.00939554,-153.1156631,13.7
13003,70.00940169,-153.1156541,13.6
13004,70.00940169,-153.1156361,13.6
13005,70.00940169,-153.1156451,13.6
13006,70.00940476,-153.1156451,13.6
13007,70.00940476,-153.1156092,13.6
13008,70.00941091,-153.1155912,13.6
13009,70.00941705,-153.1155732,13.5
13010,70.00941705,-153.1155463,13.5
